"assessment_response_id","assessment_id","assessment_action_id","assessment_action_version","assessment_question_id","assessment_response_score","assessment_response_weighted_score"
"5e12b78","z4nUbw@6","80656ce6"," 2","b3RmVw@2","0.0000000","1.0000000"
"340251a","O3010Q@5","914bfd8a"," 2","jtfmjw@1","1.0000000","1.0000000"
"9b5efa8e","yWmNPQ@3","c74b653a"," 2","fGEHEQ@1","1.0000000",NA
"77aabdb4","O3010Q@8","7875f0aa"," 2","b3RmVw@2","0.0000000","1.0000000"
"f0922ca0","xDAvSQ@5","46d84f86"," 2","b3RmVw@7","1.0000000","1.0000000"
"e54f4f5c","O3010Q@5","9e116e92"," 2","dW1YXw@1","0.0000000",NA
"d4e7a098","yWmNPQ@3","d33d433c"," 8","b3RmVw@2","1.0000000","1.0000000"
"f3c7dfbe","dW1YXw@4","351aabfb"," 2","b3RmVw@3","1.0000000","1.0000000"
"2e5802c4","yWmNPQ@6","1a84a05e"," 2","oQox3w@2","1.0000000","1.0000000"
"88310be","O3010Q@8","6fd9b28"," 2","b3RmVw@3","1.0000000","1.0000000"
"4b728b68","O3010Q@5","ae078ca3"," 2","QujkHw@1","1.0000000","1.0000000"
"384ccff5","yWmNPQ@3","6d8b13b6"," 2","jtfmjw@1","1.0000000",NA
"d55ffb13","xDAvSQ@5","db533670"," 2","pAh9DQ@2","1.0000000","1.0000000"
"a91a49dc","O3010Q@8","691903ed"," 2","b3RmVw@3","1.0000000","1.0000000"
"bb8262c","O3010Q@5","da45833b"," 2","oQox3w@1","0.0000000","1.0000000"
"df86f4b2","yWmNPQ@3","c70659fc","10","b3RmVw@4","1.0000000",NA
"6301577f","O3010Q@5","8be94c4c"," 2","b3RmVw@4","1.0000000","1.0000000"
"67de3bb","xDAvSQ@5","71c60421"," 2","b3RmVw@4","1.0000000",NA
"ab862680","z4nUbw@6","7655393","16","3PvHeQ@2","1.0000000","1.0000000"
"53e78e57","yWmNPQ@3","b8b5018c"," 9","pAh9DQ@2","1.0000000","0.5000000"
"e20cf977","yWmNPQ@3","ec213c0c"," 2","b3RmVw@3","0.7500000",NA
"eacb612c","yWmNPQ@3","d12ee687","12","pAh9DQ@2","1.0000000","1.0000000"
"61ad0e9","O3010Q@4","bb9f8462"," 2","b3RmVw@6","1.0000000","1.0000000"
"872df74c","O3010Q@6","20493f92"," 2","b3RmVw@3","0.6000000","1.0000000"
"78f1856e","O3010Q@5","3e1fa888"," 2","WttycQ@1","1.0000000","0.2000000"
"234384f5","dW1YXw@4","f74a8216"," 9","b3RmVw@4","1.0000000","1.0000000"
"40a364ce","dW1YXw@4","5474bde7"," 2","b3RmVw@3","1.0000000",NA
"62f45865","O3010Q@7","f9bef05a"," 2","b3RmVw@7","1.0000000","1.0000000"
"992472a6","O3010Q@5","63e099ae"," 2","b3RmVw@4","0.0000000","1.0000000"
"535f0d59","O3010Q@5","a92797b6"," 2","b3RmVw@2","1.0000000","1.0000000"
"2141617b","O3010Q@4","27ccfa96"," 2","oQox3w@2","1.0000000",NA
"189509ec","xDAvSQ@5","475623e5"," 2","b3RmVw@3","1.0000000",NA
"8f243e59","O3010Q@4","1a4e0f4d"," 2","seJe7Q@3","1.0000000",NA
"a905cc8e","yWmNPQ@3","6134d83e"," 2","1uEo4w@2","1.0000000","1.0000000"
"3dff548c","yWmNPQ@3","7cee1314"," 2","dW1YXw@1","0.6000000","1.0000000"
"4ecd684f","O3010Q@5","fde8fc75"," 2","b3RmVw@3","0.0000000","1.0000000"
"31713bc6","yWmNPQ@3","6acf1f42"," 2","b3RmVw@6","1.0000000",NA
"23d3e00d","O3010Q@4","b89b98c5","13","b3RmVw@2","1.0000000","1.0000000"
"6d7a2790","O3010Q@5","c652314c"," 2","b3RmVw@2","1.0000000","1.0000000"
"c18011a7","z4nUbw@6","464a7d60"," 2","b3RmVw@2","1.0000000",NA
"cbcd63f0","dW1YXw@4","92b4c071"," 2","b3RmVw@2","1.0000000","0.7500000"
"a9db18b0","yWmNPQ@3","4bd017de"," 2","1uEo4w@1","1.0000000","1.0000000"
"c884477","yWmNPQ@6","b565f45a"," 2","seJe7Q@3","1.0000000",NA
"b39e267","yWmNPQ@3","76b8aaeb"," 2","fGEHEQ@1","1.0000000","1.0000000"
"d25c7ece","yWmNPQ@3","2a585213"," 2","l61z7Q@2","1.0000000","1.0000000"
"f4f2bf6e","yWmNPQ@3","9f8dd7b8","18","b3RmVw@2","0.5000000","0.0000000"
"c0638710","O3010Q@5","9f4f121b"," 8","b3RmVw@3","1.0000000","1.0000000"
"57ab9eab","yWmNPQ@6","48428970"," 2","b3RmVw@3","1.0000000","0.8000000"
"31ae0624","z4nUbw@6","e9676425"," 2","b3RmVw@2","1.0000000","1.0000000"
"78448c57","dW1YXw@4","35ba5715","10","LdjFWw@2","1.0000000",NA
"471ad03f","O3010Q@4","92577e5f"," 2","b3RmVw@6","1.0000000",NA
"78709815","dW1YXw@4","8ec4ab57"," 2","b3RmVw@3","1.0000000","1.0000000"
"46b0dcf5","yWmNPQ@3","60249658"," 9","b3RmVw@4","1.0000000","1.0000000"
"2c0b847a","O3010Q@8","e73411ac","14","l61z7Q@2","1.0000000",NA
"a6869ca0","O3010Q@4","c26a7418"," 2","b3RmVw@2","1.0000000","1.0000000"
"fa9046a4","O3010Q@4","9bae6c1"," 2","b3RmVw@3","1.0000000","0.0000000"
"ab4fd328","O3010Q@5","7590a0a4","15","dW1YXw@1","1.0000000",NA
"6195ab9a","xDAvSQ@5","77f57334","13","WttycQ@1","1.0000000","1.0000000"
"b01c5b35","O3010Q@4","13e46a52"," 2","b3RmVw@2","0.0000000","1.0000000"
"1de573b1","O3010Q@4","a90be7c0"," 2","l61z7Q@2","1.0000000","1.0000000"
"d893c17c","yWmNPQ@3","485d70fc"," 2","WttycQ@1","1.0000000",NA
"af22e898","O3010Q@4","86ee6bf7"," 2","QujkHw@1","1.0000000","1.0000000"
"eb93c8da","O3010Q@5","236cfa6","10","b3RmVw@2","1.0000000","1.0000000"
"dd44f32a","O3010Q@5","69e38c66"," 2","b3RmVw@4","1.0000000","1.0000000"
"ab15dbe5","xDAvSQ@5","bf2b8959"," 2","b3RmVw@3","1.0000000",NA
"be004fae","yWmNPQ@3","85fc4b5e"," 2","uvVA8Q@1","1.0000000","1.0000000"
"abd23950","yWmNPQ@3","88d3e6d9","10","b3RmVw@3","1.0000000","1.0000000"
"2a2362c5","xDAvSQ@5","828cdbbf","22","b3RmVw@4","1.0000000",NA
"33c669cd","O3010Q@7","54b4517c"," 2","b3RmVw@3","1.0000000",NA
"2b5587c5","dW1YXw@4","ed87bc7e"," 2","dW1YXw@1","1.0000000",NA
"999301f2","xDAvSQ@5","f3585f2"," 2","WttycQ@1","1.0000000","1.0000000"
"730606f1","xDAvSQ@5","d1e786cb"," 2","fGEHEQ@1","1.0000000","1.0000000"
"f0a2b3d4","O3010Q@8","19156358"," 2","1uEo4w@1","1.0000000",NA
"a7ae5cf","z4nUbw@6","2db1e710"," 2","b3RmVw@2","1.0000000","1.0000000"
"10bf497e","yWmNPQ@3","e5251ed7"," 2","3PvHeQ@2","1.0000000",NA
"3459b591","xDAvSQ@5","4d8dbfd"," 9","WttycQ@1","1.0000000","0.6000000"
"5b8f5361","dW1YXw@4","474c85fa"," 2","l61z7Q@2","0.6000000","1.0000000"
"fe8a9a25","dW1YXw@4","7032964d"," 2","b3RmVw@3","1.0000000","1.0000000"
"6ed7daee","O3010Q@5","cb9c13c3"," 2","oQox3w@2","1.0000000","1.0000000"
"36c73d7d","z4nUbw@6","4e40165b"," 2","b3RmVw@3","1.0000000","1.0000000"
"5751a4e9","xDAvSQ@5","133f8e92","15","LdjFWw@2","1.0000000",NA
"ed066d27","z4nUbw@6","e0a647ae"," 8","3PvHeQ@2","1.0000000","1.0000000"
"cf78a8cd","dW1YXw@4","16a72b76"," 2","b3RmVw@2","1.0000000","1.0000000"
"30cc0273","O3010Q@4","1b2348e4","11","b3RmVw@2","1.0000000","1.0000000"
"97437eb7","O3010Q@4","90ffd4b1"," 2","b3RmVw@2","1.0000000",NA
"5580e323","O3010Q@8","2477dd88"," 8","b3RmVw@3","1.0000000","0.0000000"
"4c934166","z4nUbw@6","818421b1"," 2","b3RmVw@3","0.6000000","1.0000000"
"64d92104","O3010Q@5","fb6a30bb","16","seJe7Q@3","0.0000000","1.0000000"
"240893b5","O3010Q@4","80d519a7","13","b3RmVw@3","1.0000000","1.0000000"
"20a5d182","z4nUbw@6","11528569"," 2","b3RmVw@3","1.0000000",NA
"2cf73829","O3010Q@5","57e46b6d","26","LdjFWw@2","1.0000000","0.6000000"
"c648131e","O3010Q@5","9b584502"," 2","b3RmVw@2","1.0000000",NA
"ab9815e9","dW1YXw@4","9c151732"," 2","b3RmVw@3","1.0000000","1.0000000"
"a56f6b58","yWmNPQ@3","6446eae2"," 2","b3RmVw@2","1.0000000","1.0000000"
"d248b92a","xDAvSQ@5","f1780519"," 2","9BZbew@1","1.0000000","1.0000000"
"e8cb6f59","dW1YXw@4","2f7ae48a"," 2","b3RmVw@2","1.0000000",NA
"5d99cce2","O3010Q@5","e23bf3dc"," 2","1uEo4w@1","1.0000000","1.0000000"
"252560dd","O3010Q@5","dab5d933"," 2","l61z7Q@2","0.6000000","1.0000000"
"a4779542","yWmNPQ@3","5d6ca83b"," 9","b3RmVw@6","0.0000000","1.0000000"
"f58163b8","z4nUbw@6","7eae101d"," 2","LdjFWw@2","1.0000000","1.0000000"
"73729a31","dW1YXw@4","9582e0f5"," 2","b3RmVw@3","1.0000000",NA
"23ca650c","z4nUbw@6","37aeb35"," 2","jtfmjw@1","1.0000000","0.0000000"
"9bfa10d1","yWmNPQ@3","b0c0aee6"," 2","b3RmVw@3","1.0000000","0.6000000"
"1fee1bc5","z4nUbw@6","af62637a","13","b3RmVw@3","1.0000000",NA
"9905b3f2","z4nUbw@6","e9403a29"," 2","b3RmVw@2","1.0000000","1.0000000"
"5ea53ea1","O3010Q@7","51b8a346"," 2","1uEo4w@1","1.0000000","0.0000000"
"ae46c8a9","O3010Q@7","624a2b1c"," 2","fGEHEQ@1","1.0000000","0.5000000"
"37c42bf8","O3010Q@4","415a76b2"," 2","fGEHEQ@1","1.0000000",NA
"4537425f","yWmNPQ@3","87f3db3f"," 2","LdjFWw@2","1.0000000",NA
"2245155f","yWmNPQ@3","19785553"," 2","fGEHEQ@1","1.0000000",NA
"daa9af6e","yWmNPQ@6","c4b4ce5"," 2","b3RmVw@4","1.0000000","1.0000000"
"164ac88c","O3010Q@4","4cf71cc8"," 2","b3RmVw@4","0.0000000","1.0000000"
"93102449","xDAvSQ@5","fb1b2c79"," 2","uvVA8Q@1","1.0000000","1.0000000"
"12430cd7","O3010Q@5","8fe31cff"," 2","LdjFWw@2","0.8000000","1.0000000"
"5d5bd1d9","xDAvSQ@5","1f416268","11","b3RmVw@2","0.0000000","0.0000000"
"8f8da2b0","O3010Q@5","fe813d3a"," 2","pAh9DQ@2","1.0000000","1.0000000"
"6e53c953","yWmNPQ@3","275c4f82"," 2","b3RmVw@3","0.4000000",NA
"2fa7cc65","O3010Q@5","32165152"," 2","b3RmVw@2","0.0000000","1.0000000"
"7d0ae378","dW1YXw@4","f2283741"," 2","b3RmVw@3","1.0000000","1.0000000"
"e409d56c","O3010Q@5","20cdfa6c"," 2","oQox3w@1","1.0000000",NA
"aa883c27","z4nUbw@6","ce6bf0df","14","dW1YXw@1","1.0000000","1.0000000"
"9b439d7c","xDAvSQ@5","78a7a834"," 2","fGEHEQ@1","0.0000000","1.0000000"
"903e9bd2","O3010Q@5","5cd5cd09"," 2","b3RmVw@3","1.0000000","1.0000000"
"f854bf61","yWmNPQ@3","2dfc2543"," 2","dW1YXw@1","1.0000000",NA
"40272f5f","O3010Q@5","e9a77a79"," 2","b3RmVw@3","1.0000000",NA
"ea880ac9","z4nUbw@6","7c80d308"," 2","b3RmVw@2","1.0000000","0.0000000"
"568fc03c","O3010Q@7","adb6584"," 2","WttycQ@1","1.0000000","0.0000000"
"7d9b3066","xDAvSQ@5","cc64fdef"," 2","b3RmVw@3","1.0000000","1.0000000"
"1286fa99","O3010Q@4","14e25c34","19","b3RmVw@7","1.0000000","1.0000000"
"7132727","O3010Q@7","70fb9113"," 2","b3RmVw@2","0.0000000","1.0000000"
"4aa32476","yWmNPQ@3","79f43932"," 2","b3RmVw@2","1.0000000","0.6666667"
"7e305d93","O3010Q@5","441b6a09"," 2","b3RmVw@2","1.0000000","1.0000000"
"aa12d72f","yWmNPQ@3","4e21eab0"," 2","QujkHw@1","1.0000000","1.0000000"
"24140f62","xDAvSQ@5","ca2be022"," 2","b3RmVw@3","1.0000000",NA
"9a95be3c","yWmNPQ@6","831fa5d5"," 2","b3RmVw@3","0.0000000","1.0000000"
"180ba44f","O3010Q@5","f5fe6235"," 2","jtfmjw@1","0.0000000","0.0000000"
"a2875f9e","yWmNPQ@3","7ebb7959"," 2","b3RmVw@2","1.0000000","1.0000000"
"b0a6df4","xDAvSQ@5","efb98797"," 2","oQox3w@1","1.0000000","1.0000000"
"46aaec7","O3010Q@5","52a10b5a","14","oQox3w@1","1.0000000","1.0000000"
"6e222368","xDAvSQ@5","be31fd87"," 2","l61z7Q@2","0.5000000","1.0000000"
"174a71c9","yWmNPQ@6","feeec811"," 2","1uEo4w@1","1.0000000","1.0000000"
"e67e5d80","xDAvSQ@5","b0e456b"," 2","b3RmVw@2","1.0000000","0.0000000"
"3e5fe998","xDAvSQ@5","12cf3971","13","dW1YXw@1","1.0000000",NA
"99882800","O3010Q@5","eacbd3bf"," 2","b3RmVw@3","1.0000000","1.0000000"
"1ee18af","dW1YXw@4","b5ae0dc7"," 2","b3RmVw@3","1.0000000","1.0000000"
"ecbc9c63","z4nUbw@6","8cb0746e","12","b3RmVw@3","1.0000000","0.5000000"
"e8f4d03e","yWmNPQ@3","a8b5c8de"," 2","b3RmVw@3","1.0000000","1.0000000"
"4302bb94","O3010Q@5","885cc4b3","22","b3RmVw@3","0.0000000","1.0000000"
"6625c873","O3010Q@4","210a82b1"," 2","b3RmVw@2","1.0000000",NA
"70b5aa26","O3010Q@4","face141","15","oQox3w@1","1.0000000",NA
"b65ccdae","O3010Q@8","2a0986f1"," 2","QujkHw@1","1.0000000","1.0000000"
"fbb80b84","O3010Q@5","2d8f99b8"," 8","b3RmVw@3","1.0000000","1.0000000"
"f27ebdb6","O3010Q@5","e80fad3b"," 2","3PvHeQ@2","1.0000000","1.0000000"
"d5e6b27d","yWmNPQ@6","9e35eb9d"," 2","b3RmVw@2","1.0000000","1.0000000"
"422ee58b","O3010Q@4","b8a10988"," 2","b3RmVw@2","0.0000000","1.0000000"
"29b2b6df","O3010Q@4","e91ea8fc"," 9","b3RmVw@3","0.6000000","1.0000000"
"20b7fae8","xDAvSQ@5","930017a","13","b3RmVw@3","0.0000000","1.0000000"
"35315600","yWmNPQ@4","33e90c3f"," 8","l61z7Q@2","1.0000000","1.0000000"
"25815d4","xDAvSQ@5","4752c23"," 2","1uEo4w@1","1.0000000","1.0000000"
"c39e3ea1","xDAvSQ@5","aa319712"," 2","b3RmVw@2","1.0000000","0.2000000"
"c37158c9","dW1YXw@4","efd414c3"," 2","b3RmVw@2","1.0000000","1.0000000"
"c01c0a03","yWmNPQ@3","4ad4f4ba","14","Cp66Lw@2","1.0000000","1.0000000"
"7370a6d6","yWmNPQ@3","818e9b21"," 8","1uEo4w@2","1.0000000","1.0000000"
"1a1249da","dW1YXw@4","a12cd040"," 2","b3RmVw@3","0.8000000","1.0000000"
"354b80e6","yWmNPQ@3","e4071c67"," 2","b3RmVw@2","1.0000000",NA
"8283698e","O3010Q@8","f04689d2"," 2","WttycQ@1","1.0000000",NA
"9ab16c8a","O3010Q@7","6890f834"," 2","b3RmVw@3","1.0000000",NA
"458ba5a6","O3010Q@5","f041e6e0"," 2","jtfmjw@1","1.0000000","1.0000000"
"3211b213","yWmNPQ@3","7c1ff1df"," 2","l61z7Q@2","1.0000000","1.0000000"
"5811cb22","O3010Q@5","e3aa6c54"," 2","jtfmjw@1","1.0000000",NA
"93a3077e","O3010Q@5","a6b9de34"," 2","LdjFWw@2","1.0000000","1.0000000"
"7dff1ebe","xDAvSQ@5","e2d0d521"," 2","b3RmVw@2","0.0000000",NA
"6a12a61a","xDAvSQ@5","5bcfd60c","12","LdjFWw@2","1.0000000","0.0000000"
"78ea12c9","O3010Q@4","c375bf6c"," 2","oQox3w@1","1.0000000","1.0000000"
"6fc9be38","yWmNPQ@3","2614c9d5"," 2","b3RmVw@3","1.0000000",NA
"928b3674","dW1YXw@4","dac5a2ce"," 7","b3RmVw@2","1.0000000","1.0000000"
"2aba0335","O3010Q@5","e666c780"," 2","WttycQ@1","0.0000000","1.0000000"
"96a19d64","O3010Q@8","bbb55ba3"," 2","b3RmVw@3","1.0000000",NA
"c62fea4f","O3010Q@5","b0501df2"," 2","b3RmVw@4","1.0000000",NA
"73be9b5e","O3010Q@5","aa474bae"," 2","b3RmVw@2","1.0000000","0.0000000"
"a3e300c","yWmNPQ@6","df4514","12","seJe7Q@3","1.0000000",NA
"82360992","z4nUbw@6","adb0f87e"," 2","b3RmVw@3","1.0000000","0.0000000"
"5968ccd6","dW1YXw@4","7220107d","15","b3RmVw@2","1.0000000",NA
"da29b70a","z4nUbw@6","1aa28b6f"," 2","1uEo4w@2","1.0000000","1.0000000"
"f5cd72d1","z4nUbw@6","e2604c9d"," 2","b3RmVw@3","1.0000000",NA
"4958b9a1","z4nUbw@6","204d2859"," 2","1uEo4w@1","1.0000000","1.0000000"
"fe8d94b1","O3010Q@5","35d8f4fb","19","b3RmVw@2","1.0000000","1.0000000"
"bd966f96","O3010Q@4","13eb6c89"," 2","1uEo4w@1","1.0000000","1.0000000"
"55b98aab","O3010Q@4","55ea9a54"," 2","b3RmVw@4","1.0000000","1.0000000"
"2a48aba3","z4nUbw@6","cbff9fc1"," 2","3PvHeQ@2","1.0000000","1.0000000"
"35ce8303","O3010Q@4","21bb8949"," 9","b3RmVw@6","1.0000000","0.0000000"
"d29ccdb7","O3010Q@4","f2e41736"," 2","1uEo4w@1","1.0000000","1.0000000"
"28e7c461","xDAvSQ@5","6fa9e4d3"," 2","1uEo4w@1","1.0000000","1.0000000"
"e336d25f","z4nUbw@6","52691928"," 2","9BZbew@1","0.2000000","0.0000000"
"f1a7b4e","yWmNPQ@6","c83d8fc6","10","b3RmVw@4","1.0000000","1.0000000"
"3e9f1cab","yWmNPQ@3","4aa7867b"," 2","uvVA8Q@1","0.0000000","0.0000000"
"b4edf324","O3010Q@8","88dadbda"," 2","oQox3w@1","1.0000000","1.0000000"
"f66a471d","yWmNPQ@6","6c257e58"," 2","b3RmVw@3","1.0000000",NA
"872e54d3","O3010Q@5","df06338","10","b3RmVw@3","1.0000000","1.0000000"
"e1b78d0","dW1YXw@4","907f0dc6"," 2","b3RmVw@3","1.0000000","1.0000000"
"2dfa4196","dW1YXw@4","1fdaa269","14","QujkHw@1","1.0000000","1.0000000"
"3e90ceb2","xDAvSQ@5","cb939ae9"," 2","seJe7Q@3","1.0000000","1.0000000"
"1db0926d","z4nUbw@6","3d438733"," 2","b3RmVw@3","1.0000000",NA
"b9939d29","xDAvSQ@5","c5675d5"," 2","QujkHw@1","0.8333333","1.0000000"
"27a10131","z4nUbw@6","1bc0b2e2"," 2","b3RmVw@3","1.0000000","1.0000000"
"253a1a93","O3010Q@4","703403af"," 9","b3RmVw@3","1.0000000","1.0000000"
"edf512f8","dW1YXw@4","bc630f67"," 2","Cp66Lw@2","1.0000000","0.0000000"
"29b48c88","z4nUbw@6","436940be"," 2","b3RmVw@4","1.0000000","1.0000000"
"78ce3d54","z4nUbw@6","25e2329b"," 2","3PvHeQ@2","1.0000000","0.0000000"
"c61f7a16","yWmNPQ@3","ac6bf2a1"," 2","1uEo4w@2","1.0000000",NA
"1be0dca9","xDAvSQ@5","69119937"," 2","1uEo4w@1","1.0000000",NA
"63513518","dW1YXw@4","5de7b0e3"," 2","b3RmVw@3","1.0000000","1.0000000"
"46a2d6f2","yWmNPQ@3","b35afceb"," 2","fGEHEQ@1","1.0000000",NA
"a25881e0","yWmNPQ@3","afd1f4a1"," 2","b3RmVw@2","1.0000000","1.0000000"
"c995ecfc","yWmNPQ@3","68f38c79"," 2","b3RmVw@4","1.0000000","1.0000000"
"8a1d27a","yWmNPQ@6","56d4244"," 2","l61z7Q@2","1.0000000","1.0000000"
"48ebcde0","z4nUbw@6","720ac4f0"," 2","dW1YXw@1","1.0000000","1.0000000"
"e06d88fe","z4nUbw@6","f716d099","12","pAh9DQ@2","0.0000000",NA
"dbf5e34c","O3010Q@4","502bd7e6"," 2","1uEo4w@1","1.0000000","1.0000000"
"33c96fce","O3010Q@4","bf499d9f"," 2","WttycQ@1","1.0000000","0.8000000"
"31f8fdf5","z4nUbw@6","9e74b573","16","1uEo4w@1","1.0000000",NA
"6861383d","xDAvSQ@5","b398caaf","10","3PvHeQ@2","1.0000000","1.0000000"
"7c229248","xDAvSQ@5","f80dbe47","12","b3RmVw@3","1.0000000","0.5000000"
"4bff065a","xDAvSQ@5","ac34041c"," 2","b3RmVw@3","1.0000000","1.0000000"
"d1edfc04","yWmNPQ@6","eca66f1e"," 2","b3RmVw@3","1.0000000","1.0000000"
"ca5fa671","O3010Q@5","955aac82","14","b3RmVw@4","1.0000000",NA
"24b6c1f2","O3010Q@7","6998fc39"," 2","l61z7Q@2","1.0000000","1.0000000"
"a994eb1c","O3010Q@5","e13372dc"," 2","b3RmVw@3","1.0000000",NA
"c8081f20","dW1YXw@4","69fe81d7"," 2","b3RmVw@4","0.6000000",NA
"4fdfc6ad","z4nUbw@6","4cb467f3"," 2","oQox3w@1","1.0000000","1.0000000"
"eb828c05","O3010Q@5","15d91cbe"," 2","uvVA8Q@1","1.0000000","1.0000000"
"b7f196b2","xDAvSQ@5","c5f47c3e","14","3PvHeQ@2","0.0000000","1.0000000"
"3901da32","O3010Q@4","11c9f848"," 2","jtfmjw@1","1.0000000","0.0000000"
"17ff8882","xDAvSQ@5","a5561081"," 2","3PvHeQ@2","1.0000000",NA
"f3c24e24","O3010Q@4","42da12a9"," 2","oQox3w@1","1.0000000","1.0000000"
"22a1643","O3010Q@4","73ba088b"," 8","fGEHEQ@1","1.0000000","1.0000000"
"7bb45215","z4nUbw@6","5b2e3b4b"," 2","fGEHEQ@1","1.0000000","0.0000000"
"149337d4","O3010Q@8","132b337e"," 2","b3RmVw@3","1.0000000","0.8333330"
"45a74094","xDAvSQ@5","3d43d392"," 2","b3RmVw@2","1.0000000",NA
"d1d3c7bf","O3010Q@5","482f13a"," 2","fGEHEQ@1","1.0000000",NA
"935b0962","O3010Q@4","3b5d046c"," 2","jtfmjw@1","1.0000000","1.0000000"
"65f5a38e","z4nUbw@6","bf533468"," 2","seJe7Q@3","1.0000000",NA
"7de8d396","yWmNPQ@3","78a10652"," 2","b3RmVw@4","0.0000000","1.0000000"
"e7c51734","z4nUbw@6","e4f274b1"," 2","l61z7Q@2","0.0000000","1.0000000"
"316a6a51","xDAvSQ@5","2f573e9c","14","fGEHEQ@1","1.0000000","1.0000000"
"b65b41b","O3010Q@4","d7dafb35"," 2","oQox3w@1","1.0000000","1.0000000"
"be0fdedc","yWmNPQ@6","9404b566"," 2","b3RmVw@2","1.0000000","1.0000000"
"ca4b1f1f","O3010Q@5","bba88285"," 2","b3RmVw@4","1.0000000","1.0000000"
"810c7196","O3010Q@5","d1d2e4e0"," 2","b3RmVw@2","1.0000000","1.0000000"
"a276a165","O3010Q@4","6b48eda3"," 7","dW1YXw@1","1.0000000",NA
"45ed1331","O3010Q@5","f9295a07"," 2","fGEHEQ@1","1.0000000","1.0000000"
"65f2271e","xDAvSQ@5","72a56a22"," 2","b3RmVw@2","1.0000000","0.0000000"
"3fdd0838","z4nUbw@6","30254998","12","b3RmVw@2","1.0000000","1.0000000"
"1d58726b","z4nUbw@6","2be1732e"," 2","b3RmVw@2","1.0000000",NA
"a069f69a","z4nUbw@6","a9719057","10","b3RmVw@3","1.0000000",NA
"a0616396","dW1YXw@4","ae661980"," 2","fGEHEQ@1","1.0000000",NA
"47880374","xDAvSQ@5","86cbbc68"," 2","b3RmVw@3","1.0000000","1.0000000"
"78d5ede5","yWmNPQ@3","aba7f864"," 2","b3RmVw@2","1.0000000","1.0000000"
"942ef080","yWmNPQ@3","2bac5b49","12","b3RmVw@6","1.0000000","1.0000000"
"63550cb","yWmNPQ@3","8d9cb1ba","11","9BZbew@1","1.0000000","1.0000000"
"dc361590","O3010Q@5","1404208d"," 2","seJe7Q@3","0.8000000","1.0000000"
"58b63233","O3010Q@5","a706d371"," 9","seJe7Q@3","1.0000000","0.5000000"
"45f97b78","O3010Q@4","ba49c002"," 2","b3RmVw@2","1.0000000",NA
"dac346ae","yWmNPQ@3","917c755b"," 2","b3RmVw@3","1.0000000","1.0000000"
"67c8108d","O3010Q@5","74b3b618"," 2","b3RmVw@3","0.0000000","1.0000000"
"19176b7f","yWmNPQ@3","9b9f1427"," 2","b3RmVw@4","1.0000000","1.0000000"
"28ea11dd","O3010Q@4","10fab2ca"," 8","b3RmVw@3","1.0000000","1.0000000"
"f269b20a","z4nUbw@6","a55f9199"," 2","b3RmVw@2","1.0000000",NA
"ff658a27","yWmNPQ@3","d25bcf0c"," 2","9BZbew@1","0.0000000","1.0000000"
"fe86f066","xDAvSQ@5","dda89bcb"," 2","jtfmjw@1","1.0000000","0.0000000"
"56dec71","yWmNPQ@3","d0654a18","12","b3RmVw@2","0.4000000","1.0000000"
"a97ec991","xDAvSQ@5","bc47af0c"," 2","seJe7Q@3","1.0000000",NA
"bb77f7a8","z4nUbw@6","39773f16","11","l61z7Q@2","1.0000000",NA
"5f889a31","O3010Q@6","1733ce15"," 2","b3RmVw@3","1.0000000","1.0000000"
"afe759aa","xDAvSQ@5","9174ab0a"," 2","b3RmVw@3","1.0000000","1.0000000"
"6db81853","xDAvSQ@5","3de01c5"," 2","b3RmVw@7","1.0000000","1.0000000"
"82faf01a","yWmNPQ@6","8796bbb3"," 2","b3RmVw@4","1.0000000",NA
"47811dab","z4nUbw@6","7e06b6f1"," 2","b3RmVw@4","1.0000000",NA
"c329a49","yWmNPQ@3","e966cc17"," 2","b3RmVw@3","1.0000000","1.0000000"
"efbf51d8","z4nUbw@6","6876d732"," 2","b3RmVw@3","1.0000000","0.6666667"
"3735b699","yWmNPQ@3","d369c22"," 2","uvVA8Q@1","0.0000000","1.0000000"
"e65866f8","z4nUbw@6","17189534"," 2","1uEo4w@1","1.0000000","1.0000000"
"e0b791f8","xDAvSQ@5","60497f06","12","b3RmVw@3","1.0000000","1.0000000"
"2f4c99d2","xDAvSQ@5","3cd9426e"," 9","b3RmVw@3","1.0000000","0.2000000"
"dc87a3cd","z4nUbw@6","8b494450"," 2","1uEo4w@1","1.0000000","1.0000000"
"416bb9ef","O3010Q@4","4a70c76"," 2","b3RmVw@2","1.0000000",NA
"d878245c","xDAvSQ@5","d27ac850"," 2","b3RmVw@3","1.0000000","0.5000000"
"f6da7798","O3010Q@4","af45db02"," 2","dW1YXw@1","1.0000000","1.0000000"
"bc3f0dc7","z4nUbw@6","ce5cae5b"," 2","dW1YXw@1","1.0000000","1.0000000"
"a29783a9","dW1YXw@4","1cf3f33c"," 2","b3RmVw@3","0.0000000","1.0000000"
"20216148","xDAvSQ@5","c81ba20a"," 2","b3RmVw@2","0.4000000","1.0000000"
"ed24f1e5","dW1YXw@4","a91852a0"," 2","b3RmVw@3","1.0000000","1.0000000"
"3c5a9a74","yWmNPQ@3","2a2a6fa5"," 2","oQox3w@1","1.0000000","1.0000000"
"a2c9b3d9","dW1YXw@4","def4cdf6","10","oQox3w@1","1.0000000","1.0000000"
